,Place 132560,Place 132561,Place 132564,Place 132572,Place 132583,Place 132584,Place 132594,Place 132608,Place 132609,Place 132613,Place 132626,Place 132630,Place 132654,Place 132660,Place 132663,Place 132665,Place 132667,Place 132668,Place 132706,Place 132715,Place 132717,Place 132723,Place 132732,Place 132733,Place 132740,Place 132754,Place 132755,Place 132766,Place 132767,Place 132768,Place 132773,Place 132825,Place 132830,Place 132834,Place 132845,Place 132846,Place 132847,Place 132851,Place 132854,Place 132856,Place 132858,Place 132861,Place 132862,Place 132866,Place 132869,Place 132870,Place 132872,Place 132875,Place 132877,Place 132884,Place 132885,Place 132921,Place 132922,Place 132925,Place 132937,Place 132951,Place 132954,Place 132955,Place 132958,Place 134975,Place 134976,Place 134983,Place 134986,Place 134987,Place 134992,Place 134996,Place 134999,Place 135000,Place 135001,Place 135011,Place 135013,Place 135016,Place 135018,Place 135019,Place 135021,Place 135025,Place 135026,Place 135027,Place 135028,Place 135030,Place 135032,Place 135033,Place 135034,Place 135035,Place 135038,Place 135039,Place 135040,Place 135041,Place 135042,Place 135043,Place 135044,Place 135045,Place 135046,Place 135047,Place 135048,Place 135049,Place 135050,Place 135051,Place 135052,Place 135053,Place 135054,Place 135055,Place 135057,Place 135058,Place 135059,Place 135060,Place 135062,Place 135063,Place 135064,Place 135065,Place 135066,Place 135069,Place 135070,Place 135071,Place 135072,Place 135073,Place 135074,Place 135075,Place 135076,Place 135079,Place 135080,Place 135081,Place 135082,Place 135085,Place 135086,Place 135088,Place 135104,Place 135106,Place 135108,Place 135109
Place 135074,0.068247399,0.078335153,0.050131212,0.308913977,0.039229575,0.030007673,0.056373571,0.041213525,0.071200411,0.03290257,0.052753437,0.048742513,0.091437552,0.02829535,0.056373571,0.058685744,0.028572094,0.053042034,0.064035609,0.052805415,0.049627765,0.227701402,0.038777222,0.029725463,0.035833789,0.032958488,0.238997414,0.066150445,0.016946211,0.010654881,0.042441032,-0.113729724,-0.045921787,-0.142071716,0.025142118,-0.008917013,-0.011332808,0.009423023,0.001110468,-0.099748876,0.023543312,-0.067381362,-0.047740944,0.007688077,0.029291984,0.043334261,-0.064360714,-0.034946518,0.032553464,-0.045097654,0.019823545,-0.000299068,-0.039560608,-0.002121023,-0.014864953,-0.066173249,-0.097317599,-0.107033188,0.029922721,0.041317658,0.005347879,0.020240439,0.004966129,0.041576986,0.029897516,-0.010670963,0.017967751,0.01888949,-0.015581619,0.039229575,0.019235584,0.060929697,0.033780805,0.014637707,0.007078683,-0.121778535,-0.101024706,-0.039953966,0.044131732,-0.132315857,0.02266776,0.030472631,0.179613169,-0.012100634,-0.103700865,-0.085287309,0.082183542,-0.124698169,-0.11354077,-0.027880548,0.400328627,-0.116563131,0.647036445,0.065143257,0.014789935,-0.056193676,-0.046554682,-0.130013471,-0.114618252,-0.089427361,-0.014315157,0.280771738,-0.049137034,-0.023597735,0.126029697,-0.064585873,-0.125113318,-0.082695299,0.188006869,0.209388699,-0.126508706,0.003558917,-0.022937516,-0.020976079,0.156673849,-0.002554276,1,0.225491393,-0.08492662,0.015975111,0.109950628,-0.07602615,-0.010123511,0.000284251,0.116107624,0.049306042,0.030323521,-0.0723425,-0.037826209,0.049830609
Place 135075,-0.166094326,-0.135279562,-0.117012038,0.479060683,-0.129523542,-0.106088903,-0.156127943,-0.107550266,-0.142013964,-0.113285752,-0.099709597,-0.113869073,-0.17937662,-0.106750535,-0.156127943,-0.113787014,-0.134084701,-0.123679173,-0.114529669,-0.118531007,-0.103380587,0.382382729,-0.125988454,-0.104943276,-0.125596792,0.407059197,0.187465167,-0.168328181,-0.11492275,-0.108905465,-0.106636764,0.122115878,-0.155266739,-0.017009768,-0.14098973,-0.133601885,-0.135350594,-0.12230433,-0.126814936,-0.202024556,-0.142294874,-0.088241241,-0.048376891,-0.121600329,-0.115954094,-0.13179639,-0.184917927,0.293172846,-0.179142736,0.323575024,-0.191615493,0.115886235,0.083265899,-0.158595937,0.063725825,0.357275207,0.037612246,0.219359316,0.014860608,-0.108304811,-0.123289807,-0.124208291,-0.109087245,-0.109518102,-0.137112401,-0.124187728,-0.114713346,-0.125230359,-0.132794272,-0.129523542,-0.113273033,-0.11710999,-0.113086842,-0.117101495,-0.113769942,-0.030433417,0.099586546,-0.156119853,0.13019839,0.081190477,-0.124959339,-0.181173258,-0.016049969,-0.041144964,-0.196804209,-0.176853858,-0.19139169,-0.080053839,-0.19955847,-0.157985131,0.2068012,-0.071657613,0.259162375,0.074975821,0.315781443,0.052788645,-0.154583882,-0.147265957,-0.196501807,-0.183911595,-0.139235689,0.047991903,-0.158668675,-0.085791657,0.223712882,-0.107214817,-0.206194114,-0.180107405,0.049581043,0.080888646,-0.205423424,-0.172354683,-0.15476765,-0.143281318,0.046592745,-0.140281037,0.225491393,1,-0.11503506,-0.04967442,0.373005882,-0.178837968,-0.134475142,0.068031736,0.191575571,-0.115137808,-0.129886147,-0.016451144,-0.152051485,-0.12093495
Place 135076,-0.006469607,0.002884656,-0.013455998,-0.0835481,-0.020130731,-0.026719149,-0.015151084,-0.017396301,-0.002963343,-0.025964124,-0.006278929,-0.01834126,0.009345614,-0.025807271,-0.015151084,-0.004862277,-0.030344646,-0.007449249,0.001201948,-0.009473102,-0.006371432,-0.14674922,-0.022345329,-0.034430169,-0.02653053,-0.159460779,-0.080485569,-0.008238778,-0.034472684,-0.048198896,-0.016451088,0.059731877,0.199978342,-0.090674165,-0.031208754,-0.05424082,-0.056088769,-0.046715004,-0.048806555,-0.083030179,-0.032467223,-0.105631654,-0.173691763,-0.041545669,-0.028746446,-0.015099696,0.165615616,0.028208815,-0.034830974,-0.081943362,0.165279925,-0.069792478,-0.08050263,-0.054457641,-0.060670528,0.00168491,-0.126511519,-0.1295698,-0.138667035,-0.015082279,-0.043334109,-0.031328439,-0.050721363,-0.012571247,-0.027467089,-0.062443562,-0.035917516,-0.032370659,-0.062799149,-0.020130731,-0.032724231,-0.001240845,-0.023121543,-0.038462711,-0.047203745,-0.088116601,-0.135465394,0.152156642,-0.145171069,-0.123360304,0.031381238,-0.036556007,-0.115884577,-0.058533143,0.000991835,0.045172288,0.001136823,-0.005690148,0.243298714,0.516718814,-0.073930878,-0.110881457,-0.126843241,0.039222111,-0.111448172,-0.090469485,0.702210834,0.067306171,-0.029881444,0.250786223,-0.064899139,0.236286861,0.165770381,0.030700945,0.032705223,0.052399861,0.268680756,0.038314213,-0.167257605,-0.054061076,0.550643391,0.098818577,0.053741298,-0.067888401,0.002500672,-0.05115523,-0.08492662,-0.11503506,1,-0.095428831,-0.111448172,0.540828625,-0.055163693,-0.098923655,-0.115274913,-0.01600261,-0.030840642,-0.107506502,-0.085964206,-0.011806941
Place 135079,-0.047892822,-0.030007236,-0.036393854,-0.095791379,-0.046505664,-0.042338092,-0.050356119,-0.036556997,-0.036599122,-0.044057447,-0.026470065,-0.037314905,-0.041118431,-0.042720744,-0.050356119,-0.029782938,-0.054773203,-0.036016433,-0.026459857,-0.03483109,-0.028746288,-0.159904939,-0.046065759,-0.044747355,-0.048205891,0.235762163,-0.097680416,-0.049946088,-0.05200206,-0.056307385,-0.035538907,0.007331334,-0.103527782,0.120870833,-0.058649749,-0.073181846,-0.075162226,-0.061246183,-0.065947148,0.064627022,-0.060029904,0.323903557,-0.00703548,-0.059579075,-0.047045646,-0.044473791,0.219416996,0.015851517,-0.072623815,0.018722104,0.13691919,0.197559538,-0.095008338,-0.081043068,-0.083201141,-0.011173412,-0.028904893,0.057855665,0.060716639,-0.035986503,-0.061495147,-0.053557347,-0.058801701,-0.035479872,-0.05454699,-0.072986056,-0.052168969,-0.054684933,-0.077727803,-0.046505664,-0.050129191,-0.029157535,-0.042724325,-0.054889478,-0.058770706,-0.023129527,-0.011781513,-0.098651436,-0.191331627,-0.011301435,-0.064741099,-0.074578841,0.069556471,-0.080895777,0.192005223,-0.134166029,-0.051152078,-0.169913744,-0.010438827,-0.095069194,-0.021518057,-0.003004679,0.138135003,-0.080582402,-0.138015756,0.178364317,-0.102842912,-0.174178164,-0.09615942,0.305349786,-0.080618435,-0.038139053,-0.030215641,0.362368152,0.197364975,0.227156089,-0.168907067,-0.132200875,0.211628077,0.195073644,-0.003588382,-0.086612074,-0.090382897,-0.085023338,-0.010302162,-0.072939248,0.015975111,-0.04967442,-0.095428831,1,-0.066046788,-0.130364924,-0.074170845,0.18726595,0.145687786,-0.036810443,-0.052872634,-0.122734189,-0.099386412,-0.037386895
Place 135080,0.030003599,0.051143963,0.030362682,0.038764025,0.014098983,0.015755281,0.023516495,0.024521962,0.042177271,0.016233806,0.036528219,0.033199687,0.046160212,0.01237868,0.023516495,0.037891923,0.004134866,0.02737727,0.040916133,0.03070342,0.030540075,0.391775475,0.016552842,0.021305638,0.01548221,0.410611259,0.263403781,0.02729353,-0.001234057,0.002106221,0.026001488,-0.039961801,-0.070564902,0.028557339,-0.003143682,-0.032265176,-0.035164357,-0.006511,-0.018853282,-0.134676583,-0.005101381,-0.098298347,-0.007260512,-0.012340608,0.011891475,0.015413351,-0.094696336,-0.060736471,-0.006539894,-0.075697335,-0.022641765,-0.008647106,0.235685695,-0.033245079,0.375130378,-0.096853949,0.327406639,0.177701915,0.187764192,0.022706031,-0.015148301,-0.002781623,-0.004308811,0.020773372,0.002678219,-0.024883391,0.001337479,-0.004415793,-0.03537322,0.014098983,0.001512137,0.037092166,0.015562284,-0.002650686,-0.005812145,-0.150347053,0.154847415,-0.069521157,-0.186319768,-0.101935441,-0.184181283,-0.009170035,0.194735435,-0.039780878,-0.130053712,-0.112805894,0.033549416,0.09419327,-0.141475552,0.041805982,0.062564334,-0.146659884,0.240844553,-0.026727427,0.326653441,-0.095341056,-0.072335966,-0.162316885,-0.139876684,-0.124666264,-0.034871636,0.028412078,-0.067357589,-0.037146936,0.269079915,-0.087062532,-0.157091459,-0.115479155,0.053763953,0.064407139,-0.159346064,-0.027557027,0.049727557,-0.044019235,-0.095412665,-0.028260754,0.109950628,0.373005882,-0.111448172,-0.066046788,1,-0.104562108,-0.033713073,-0.174231021,0.111306574,0.031799252,0.008806298,-0.100335532,-0.059085228,0.02706598
Place 135081,0.011854855,0.022350475,0.003520466,-0.118941375,-0.004810153,-0.010999317,0.00290604,-0.001516281,0.016042163,-0.009864283,0.009586484,0.000157057,0.028887188,-0.011036516,0.00290604,0.011859863,-0.014917203,0.00794112,0.017386126,0.006824497,0.008324192,-0.137774704,-0.006185912,-0.015828878,-0.009753613,-0.107463185,-0.070275627,0.009958737,-0.020568266,-0.03093992,-0.000479139,0.10581053,0.19280715,-0.165663276,-0.016897415,-0.042305146,-0.044336596,-0.031001021,-0.035280185,-0.125596648,-0.018270128,-0.095662583,-0.164213095,-0.028346876,-0.012915429,-0.000407687,-0.097251496,-0.06698894,-0.018274059,-0.072748918,0.088612319,-0.132529193,-0.069347662,-0.041217971,-0.048966258,-0.094644144,-0.119558979,-0.124369302,-0.133231815,-7.79E-05,-0.030313522,-0.017905625,-0.03442207,0.001515437,-0.012815593,-0.047583223,-0.02111274,-0.019048985,-0.049817178,-0.004810153,-0.018645172,0.014718749,-0.007797687,-0.023910732,-0.031729343,0.043693622,-0.126127912,0.189935763,-0.1724544,-0.153989385,0.104853461,-0.020128764,-0.109299518,-0.046624137,0.031268632,0.028706406,0.020179088,0.065263248,0.101170745,0.33594266,-0.062437668,-0.139349568,-0.117548243,0.126873896,-0.104562108,-0.082724826,0.47748411,0.147433817,0.066588852,0.125511497,0.120306566,0.089691092,0.213649299,-0.158208093,0.06063723,-0.00666243,0.069090981,0.121831146,-0.159881321,-0.095465063,0.336783577,0.31234929,0.425404348,0.003974137,-0.09362793,-0.038538307,-0.07602615,-0.178837968,0.540828625,-0.130364924,-0.104562108,1,0.207785451,-0.128364893,-0.104611295,0.001743179,-0.014458935,0.004079875,0.131889694,0.004276197
Place 135082,0.137640691,0.135796669,0.092785859,-0.053837134,0.086160071,0.06214941,0.11716146,0.078063367,0.129729783,0.068742111,0.090559522,0.086819017,0.173657156,0.061712559,0.11716146,0.103633218,0.073253117,0.102558312,0.112312299,0.098348396,0.089897903,-0.083680242,0.082494572,0.056266185,0.07717173,-0.151183741,-0.007898278,0.135957647,0.05115151,0.033930718,0.079195382,-0.168559815,0.243669904,-0.110082283,0.280290407,0.02709975,0.024854259,0.174424774,0.178328226,-0.063116942,0.175706344,-0.030905169,-0.11434903,0.04253934,0.065401299,0.093957658,-0.026886053,0.00044765,0.234868632,-0.006510632,0.086408728,-0.076182445,-0.009102225,0.045506966,0.02642261,-0.029776526,-0.057705105,-0.071840532,-0.077514183,0.080059338,0.040362861,0.060725154,0.027784303,0.082549523,0.07779208,0.015383728,0.050918299,0.059486752,0.01569097,0.086160071,0.053281574,0.109555075,0.071210361,0.047812701,0.034243113,-0.005227358,-0.069401427,-0.001734919,-0.123960009,-0.102679938,0.126702164,0.09533477,-0.054915659,0.028964724,-0.076448522,-0.055640636,0.167094426,0.108662442,-0.086482641,0.010942281,0.023220711,-0.088511847,-0.06066923,-0.043865623,-0.033713073,-0.009184827,-0.013367643,0.104280626,-0.090628962,-0.052610094,0.291262524,-0.054605789,0.385698084,-0.103684303,-0.069019309,-0.035319981,-0.095849234,-0.04724989,-0.103637388,-0.035372824,0.008348938,0.478115432,0.510755271,0.43745312,-0.028650267,0.037746467,-0.010123511,-0.134475142,-0.055163693,-0.074170845,-0.033713073,0.207785451,1,-0.19892197,-0.026620568,0.089470454,0.072144789,-0.040620489,0.60240347,0.095676114
Place 135085,-0.256516174,-0.222675342,-0.193136161,-0.090957265,-0.203270622,-0.17620135,-0.24371453,-0.178392407,-0.229455477,-0.18605078,-0.168796128,-0.193995927,-0.27616546,-0.174109954,-0.24371453,-0.18840729,-0.209177144,-0.196333504,-0.18762911,-0.192881956,-0.16967813,-0.058462821,-0.201562282,-0.183627333,-0.202993949,0.220838293,-0.082803262,-0.258842311,-0.181412654,-0.184428314,-0.177561328,0.484999325,-0.223011322,0.292037176,-0.214136695,-0.198138846,-0.199707166,-0.195917931,-0.194734156,0.060375965,-0.21537544,-0.004919009,0.226860513,-0.187386583,-0.1884776,-0.204073567,0.05823767,-0.083385093,-0.267105205,-0.072575172,-0.211918149,0.015648837,0.054411578,0.05564542,0.030008326,0.132833159,-0.116151125,-0.120187541,-0.262843184,-0.176627325,-0.188899003,-0.191151673,-0.18174761,-0.175287314,-0.210458917,-0.195704733,-0.183906151,-0.19208663,-0.200400448,-0.203270622,-0.179937722,-0.190081745,-0.183432457,-0.186041416,-0.184876828,0.054485349,-0.0932923,0.078492514,0.090826897,0.294941382,0.073987067,-0.136005853,-0.235458144,-0.050826114,0.245159659,-0.137239668,-0.28922593,0.014512686,0.071721619,-0.229220085,0.095534833,0.119515779,-0.024644603,0.046537908,-0.262510609,-0.063281719,-0.219719319,0.111012459,0.206114704,-0.107553753,-0.211086508,-0.119103399,-0.164842187,0.141035401,0.145735958,0.065286342,0.221885637,-0.045989286,0.219170027,0.089570862,0.131322311,-0.207745016,-0.223907261,-0.212128116,-0.003854326,-0.208262643,0.000284251,0.068031736,-0.098923655,0.18726595,-0.174231021,-0.128364893,-0.19892197,1,-0.238019803,-0.193226319,-0.207006217,-0.086354503,-0.196034545,-0.195151435
Place 135086,0.056712747,0.071115717,0.04187153,0.189760995,0.028552094,0.020734806,0.044572236,0.033044198,0.062496785,0.023160161,0.046729081,0.040521567,0.08101756,0.018843256,0.044572236,0.05176336,0.016189809,0.044548138,0.057690699,0.044749484,0.042963961,0.383859517,0.02834808,0.020282375,0.02505614,-0.103225705,-0.06324903,0.054151796,0.005415044,-0.001254603,0.034499877,-0.198194503,-0.068656332,-0.114934922,0.011737571,-0.025192531,-0.028051936,-0.003909848,-0.013448541,-0.133352398,0.009828833,0.42475225,-0.180715831,-0.005540378,0.018880264,0.032938471,-0.002988944,0.204264163,0.015737289,0.308059206,0.000307876,0.165118498,-0.060410916,-0.020395931,-0.033488071,-0.093330539,0.237110339,0.497315928,0.443106136,0.033158988,-0.008309784,0.008141002,-0.007522457,0.033401696,0.017414291,-0.026409832,0.006493701,0.006537159,-0.032622921,0.028552094,0.00812395,0.053978171,0.024229263,0.002554526,-0.005592732,-0.047845337,0.292882761,-0.061934674,-0.136421414,-0.170505683,-0.093167263,0.013216126,0.509759453,0.383330099,-0.137486502,-0.114640431,0.069481378,-0.037696623,-0.148613241,-0.048943262,-0.049872295,-0.151440391,0.020751508,-0.110042286,0.111306574,0.375042045,-0.069215792,-0.168032137,-0.149555302,0.221937611,-0.031982135,0.171258695,-0.072936331,0.278356556,-0.129530049,-0.092127773,-0.162012498,-0.111925322,-0.026239739,-0.096948757,-0.163416436,-0.01582237,-0.043055935,-0.039714671,0.167310912,-0.018877527,0.116107624,0.191575571,-0.115274913,0.145687786,0.111306574,-0.104611295,-0.026620568,-0.238019803,1,0.041082254,0.018499999,-0.099320897,-0.059485713,0.041200773
Place 135088,0.273818806,0.254677576,0.180762553,-0.008796822,0.416506483,0.128411854,0.236785422,0.154263457,0.248829661,0.141836106,0.170474468,0.167705144,0.335922846,0.129307869,0.236785422,0.196864168,0.159831482,0.201650929,0.211778931,0.191267707,0.172741407,-0.050400758,0.169726838,0.114608037,0.160222927,-0.131354697,0.045086075,0.272369502,0.117525701,0.490523568,0.249805082,-0.157243634,0.036858623,-0.079264169,0.165063383,0.090719457,0.088218688,0.102285057,0.098263304,-0.01671134,0.163555145,0.021676598,-0.092082969,0.107923002,0.13814157,0.192741936,0.028911127,0.058050792,0.217745185,0.053321739,0.207727412,-0.044303224,0.039268429,0.130205596,0.097537871,0.022941396,-0.006949025,-0.031036128,-0.034284522,0.158983439,0.105496942,0.137856388,0.414021472,0.164766411,0.169553442,0.190008318,0.115842201,0.23815101,0.070737491,0.178382355,0.119901482,0.459272429,0.432266333,0.112367751,0.087906392,-0.070654931,-0.03138765,0.058631198,-0.101932827,-0.074297789,-0.107882154,0.216100146,-0.011901278,0.100324396,-0.044741666,-0.017746334,0.33184998,-0.066592523,-0.057583244,0.075913071,0.106500841,-0.059546619,-0.020976277,0.005976927,0.031799252,0.061808267,0.037957265,-0.072365773,-0.066644694,-0.005194559,0.077327593,-0.015281585,0.018431198,-0.074043669,-0.034817617,0.008223404,-0.066481514,-0.000221477,-0.067852488,0.013156427,-0.067385651,0.145948494,0.084866081,0.072650033,0.024203584,0.109955172,0.049306042,-0.115137808,-0.01600261,-0.036810443,0.031799252,0.001743179,0.089470454,-0.193226319,0.041082254,1,0.15478176,0.002899303,0.042450614,0.540462029
Place 135104,0.422170734,0.227820983,0.160793946,-0.025465966,0.156254541,0.531880211,0.84125887,0.330198353,0.375348756,0.498159087,0.152847594,0.35069511,0.297246631,0.373889014,0.682980647,0.175853479,0.829668628,0.178383283,0.189199866,0.169921218,0.153891683,-0.065759732,0.376488776,0.450135232,0.462994489,-0.147813907,0.028631011,0.239463222,0.101340289,0.071757096,0.138312545,-0.170881081,0.021067566,-0.095638172,0.142115819,0.073444853,0.07084182,0.087368424,0.082009636,-0.034999483,0.140513968,0.003717619,-0.105813088,0.091348879,0.121154075,0.168860251,0.010517387,0.0408758,0.187108303,0.034506173,0.175995617,-0.058215681,0.024429813,0.107406728,0.077678256,0.005030794,-0.026677389,-0.048729415,-0.053139623,0.140810254,0.088824356,0.11866738,0.063502954,0.145510994,0.146883619,0.05116385,0.100278568,0.117250036,0.055708184,0.156254541,0.103811987,0.186140498,0.129126364,0.096668117,0.075053612,-0.083993163,-0.047271268,0.040035932,-0.11650609,-0.089473295,-0.121319115,0.1852856,-0.028918811,0.080594898,-0.058508633,-0.03255432,0.291802691,-0.081349793,-0.071346201,0.057149727,0.082328188,-0.07383389,-0.036820823,-0.01200056,0.008806298,0.0388383,0.021746256,-0.087298722,-0.078930133,-0.023521903,0.061477858,-0.030865669,0.005638089,-0.089498871,-0.04960658,-0.006188879,-0.081417565,-0.017823018,-0.085706002,-0.003956125,-0.082542875,0.121875251,0.065533901,0.056040302,0.006341238,0.090673708,0.030323521,-0.129886147,-0.030840642,-0.052872634,0.008806298,-0.014458935,0.072144789,-0.207006217,0.018499999,0.15478176,1,-0.012814851,0.027651154,0.166923034
Place 135106,0.010027284,0.021210652,0.004148369,0.095926422,-0.004480282,-0.00890983,0.002297357,-0.000371278,0.015074754,-0.00806178,0.009964303,0.001790555,0.025234164,-0.009307174,0.002297357,0.011711145,-0.013745277,0.00728481,0.016468569,0.006820328,0.008255893,-0.129548371,-0.005271681,-0.01219396,-0.008251304,-0.01517385,-0.066156501,0.008178021,-0.01855277,-0.026454245,0.000634945,0.016089794,-0.071660457,-0.110098192,-0.016220438,-0.03963647,-0.041606833,-0.027630562,-0.032453086,0.106689087,-0.017553727,-0.090284418,0.065273259,-0.026097735,-0.011020575,-0.000833169,-0.091306968,-0.062839571,-0.018305207,-0.069164,0.200417498,-0.042544392,-0.064749476,0.041895324,-0.046404622,-0.089297683,0.132486968,0.095294973,0.100521543,0.000582973,-0.028005292,-0.01672245,-0.029938805,0.001642169,-0.012255841,-0.042954485,-0.018716175,-0.017832297,-0.046000726,-0.004480282,-0.016687423,0.013874983,-0.006465383,-0.021429173,-0.028005093,0.010763459,-0.118631396,-0.002209869,0.184051118,-0.102545788,0.108448888,-0.020109388,-0.103781174,-0.044132521,-0.004373266,-0.013697094,0.016695451,0.317977633,-0.053034759,-0.058785302,-0.059861048,0.112957141,-0.11059387,0.126294725,0.198252478,-0.079639288,-0.071162891,0.14818353,0.307201861,-0.104994874,0.063961137,-0.101669566,0.087438892,-0.148596958,-0.06950138,0.228003071,0.240525142,-0.100550083,-0.151134248,-0.09024281,0.031999742,-0.040326945,-0.05387601,-0.051442169,-0.088313101,0.032342249,-0.0723425,-0.016451144,-0.107506502,-0.122734189,-0.100335532,0.004079875,-0.040620489,-0.086354503,-0.099320897,0.002899303,-0.012814851,1,0.131497045,0.004345186
Place 135108,0.081334012,0.080295377,0.046625061,-0.034252767,0.042301187,0.021598109,0.063862908,0.035778815,0.074952897,0.026394871,0.047900218,0.038861908,0.111157077,0.022740386,0.063862908,0.057255058,0.029921962,0.05768707,0.066045958,0.052734566,0.048957091,-0.108403169,0.03782773,0.01145636,0.031946944,-0.16484841,-0.036939913,0.079820158,0.013846102,-0.007067211,0.036736874,-0.19438413,0.269415132,-0.134864826,0.368019158,0.054484412,0.113779343,0.489759752,0.464819307,-0.089940665,0.283211943,-0.059871469,-0.138718546,0.06654,0.213879524,0.050309746,-0.060338179,-0.03192395,0.270355109,-0.034776306,0.03659655,-0.105646664,-0.03917264,0.006152426,-0.007983203,-0.058916701,-0.08109487,-0.090404082,-0.097066252,0.039017365,0.004756594,0.022648493,-0.01109524,0.042741133,0.035131717,-0.021288194,0.012134527,0.021599463,-0.018563255,0.042301187,0.015640271,0.063683924,0.029977772,0.009517014,-0.004183203,-0.04710584,-0.095367036,-0.030745387,-0.145620017,-0.125466716,0.087006809,0.044530157,-0.07618738,-0.00582632,0.013114084,-0.036920977,0.104985596,0.21186155,-0.114189243,-0.024065555,-0.012976477,-0.112228811,-0.086674043,-0.072251671,-0.059085228,-0.036677936,-0.043015731,0.041769154,0.016294877,-0.074575065,0.647522871,-0.077258874,0.397494717,-0.08580063,-0.092045947,-0.072186031,-0.119722396,-0.071552928,-0.126129078,-0.061546367,-0.076481386,0.438809066,0.384370295,0.496651954,-0.057963987,0.001622554,-0.037826209,-0.152051485,-0.085964206,-0.099386412,-0.059085228,0.131889694,0.60240347,-0.196034545,-0.059485713,0.042450614,0.027651154,0.131497045,1,0.05044799
